NumPoints = 19635
X = 0.726249; Y = 0.561703
X = 0.618562; Y = 0.0607911
X = 0.508402; Y = 0.0879236
X = 0.508533; Y = 0.0146349
X = 0.179622; Y = 0.870197
X = 0.149393; Y = 0.808866
X = 0.151215; Y = 0.813672
X = 0.293268; Y = 0.147953
X = 0.282188; Y = 0.14859
X = 0.288343; Y = 0.149894
X = 0.132193; Y = 0.25634
X = 0.131803; Y = 0.263216
X = 0.138106; Y = 0.249835
X = 0.14267; Y = 0.253059
X = 0.255465; Y = 0.201747
X = 0.253332; Y = 0.208204
X = 0.315012; Y = 0.126934
X = 0.622552; Y = 0.0158125
X = 0.459009; Y = 0.10841
X = 0.453918; Y = 0.107668
X = 0.448149; Y = 0.11551
X = 0.521075; Y = 0.0606307
X = 0.525927; Y = 0.0590027
X = 0.428391; Y = 0.185522
X = 0.122728; Y = 0.816683
X = 0.128004; Y = 0.821945
X = 0.120094; Y = 0.810377
X = 0.125643; Y = 0.809089
X = 0.544321; Y = 0.0438923
X = 0.247182; Y = 0.212766
X = 0.16127; Y = 0.809662
X = 0.165861; Y = 0.813214
X = 0.121001; Y = 0.301519
X = 0.114084; Y = 0.305196
X = 0.468393; Y = 0.0581757
X = 0.603455; Y = 0.0258074
X = 0.606371; Y = 0.0300678
X = 0.598481; Y = 0.0247185
X = 0.0897425; Y = 0.385227
X = 0.0851473; Y = 0.388473
X = 0.123666; Y = 0.508443
X = 0.177132; Y = 0.240711
X = 0.169912; Y = 0.241539
X = 0.182701; Y = 0.242087
X = 0.162833; Y = 0.238135
X = 0.172877; Y = 0.233943
X = 0.408923; Y = 0.122247
X = 0.395788; Y = 0.111655
X = 0.403605; Y = 0.114028
X = 0.403849; Y = 0.123006
X = 0.26236; Y = 0.183855
X = 0.266675; Y = 0.180705
X = 0.371567; Y = 0.117431
X = 0.119688; Y = 0.802985
X = 0.126048; Y = 0.801674
X = 0.140483; Y = 0.640342
X = 0.138256; Y = 0.645218
X = 0.610286; Y = 0.0537927
X = 0.618132; Y = 0.0464197
X = 0.614545; Y = 0.0504054
X = 0.216429; Y = 0.216918
X = 0.206945; Y = 0.219645
X = 0.219601; Y = 0.223046
X = 0.34658; Y = 0.966417
X = 0.387148; Y = 0.111888
X = 0.0798935; Y = 0.387225
X = 0.0842297; Y = 0.38003
X = 0.0762703; Y = 0.391063
X = 0.107942; Y = 0.507147
X = 0.115323; Y = 0.510302
X = 0.103631; Y = 0.502577
X = 0.139659; Y = 0.448894
X = 0.140419; Y = 0.442792
X = 0.187266; Y = 0.263593
X = 0.132984; Y = 0.247421
X = 0.147483; Y = 0.250286
X = 0.139855; Y = 0.242692
X = 0.39371; Y = 0.104189
X = 0.402359; Y = 0.104658
X = 0.328574; Y = 0.0988321
X = 0.322172; Y = 0.102116
X = 0.330522; Y = 0.110641
X = 0.311673; Y = 0.122482
X = 0.308956; Y = 0.128501
X = 0.316276; Y = 0.120182
X = 0.355526; Y = 0.108588
X = 0.0960762; Y = 0.36043
X = 0.103496; Y = 0.361855
X = 0.0919357; Y = 0.355622
X = 0.12078; Y = 0.51316
X = 0.566958; Y = 0.0309622
X = 0.551915; Y = 0.0306197
X = 0.512017; Y = 0.010499
X = 0.501965; Y = 0.0164772
X = 0.516997; Y = 0.0128474
X = 0.523659; Y = 0.0402878
X = 0.503895; Y = 0.0114109
X = 0.499875; Y = 0.00811987
X = 0.494861; Y = 0.0139539
X = 0.408958; Y = 0.11716
X = 0.410045; Y = 0.130138
X = 0.137951; Y = 0.28258
X = 0.13226; Y = 0.268508
X = 0.133401; Y = 0.278795
X = 0.128209; Y = 0.274193
X = 0.113854; Y = 0.759479
X = 0.118936; Y = 0.755164
X = 0.131236; Y = 0.801108
X = 0.130108; Y = 0.79401
X = 0.132903; Y = 0.789007
X = 0.308677; Y = 0.116321
X = 0.313552; Y = 0.114276
X = 0.164489; Y = 0.581529
X = 0.250473; Y = 0.194852
X = 0.158981; Y = 0.863252
X = 0.161805; Y = 0.855804
X = 0.210643; Y = 0.684905
X = 0.462626; Y = 0.07254
X = 0.574339; Y = 0.0390512
X = 0.575949; Y = 0.0309937
X = 0.304845; Y = 0.111373
X = 0.311449; Y = 0.106222
X = 0.216026; Y = 0.633748
X = 0.139793; Y = 0.684895
X = 0.152242; Y = 0.679158
X = 0.148098; Y = 0.688259
X = 0.331245; Y = 0.127381
X = 0.443524; Y = 0.111286
X = 0.439054; Y = 0.114312
X = 0.443475; Y = 0.119469
X = 0.522081; Y = 0.0149496
X = 0.515971; Y = 0.00311315
X = 0.522541; Y = 0.00894522
X = 0.196969; Y = 0.227988
X = 0.192829; Y = 0.231958
X = 0.136081; Y = 0.459521
X = 0.531201; Y = 0.0360356
X = 0.608745; Y = 0.0244025
X = 0.614269; Y = 0.0278894
X = 0.138067; Y = 0.301458
X = 0.14471; Y = 0.302909
X = 0.169945; Y = 0.571788
X = 0.232186; Y = 0.221663
X = 0.141986; Y = 0.689706
X = 0.580113; Y = 0.0234588
X = 0.58713; Y = 0.0184356
X = 0.10012; Y = 0.464601
X = 0.0933574; Y = 0.454167
X = 0.112459; Y = 0.751993
X = 0.118774; Y = 0.747667
X = 0.441741; Y = 0.132396
X = 0.431524; Y = 0.133588
X = 0.437323; Y = 0.127543
X = 0.24784; Y = 0.20391
X = 0.107455; Y = 0.752362
X = 0.115724; Y = 0.743086
X = 0.108507; Y = 0.757625
X = 0.109678; Y = 0.743926
X = 0.103479; Y = 0.755557
X = 0.15439; Y = 0.524468
X = 0.150803; Y = 0.53261
X = 0.113709; Y = 0.356175
X = 0.110239; Y = 0.338007
X = 0.09779; Y = 0.409156
X = 0.140203; Y = 0.665406
X = 0.120881; Y = 0.737918
X = 0.547096; Y = 0.0329326
X = 0.540115; Y = 0.0371339
X = 0.182641; Y = 0.236733
X = 0.474554; Y = 0.11964
X = 0.256811; Y = 0.185995
X = 0.258318; Y = 0.179896
X = 0.139257; Y = 0.287555
X = 0.144211; Y = 0.296418
X = 0.172132; Y = 0.873767
X = 0.198735; Y = 0.875957
X = 0.19233; Y = 0.879584
X = 0.468662; Y = 0.108417
X = 0.468882; Y = 0.102674
X = 0.083702; Y = 0.454122
X = 0.0890374; Y = 0.461189
X = 0.0862725; Y = 0.449602
X = 0.157202; Y = 0.24744
X = 0.43909; Y = 0.106233
X = 0.443907; Y = 0.104473
X = 0.108944; Y = 0.762671
X = 0.106239; Y = 0.769179
X = 0.103264; Y = 0.761332
X = 0.10289; Y = 0.743763
X = 0.100355; Y = 0.749029
X = 0.323237; Y = 0.0965998
X = 0.314681; Y = 0.101329
X = 0.295671; Y = 0.13009
X = 0.297558; Y = 0.138774
X = 0.300541; Y = 0.125714
X = 0.448718; Y = 0.136333
X = 0.443575; Y = 0.138125
X = 0.122173; Y = 0.294643
X = 0.114417; Y = 0.297901
X = 0.332498; Y = 0.0905998
X = 0.334763; Y = 0.1059
X = 0.333419; Y = 0.100225
X = 0.323436; Y = 0.0912675
X = 0.476871; Y = 0.0290025
X = 0.484495; Y = 0.0271834
X = 0.153177; Y = 0.25138
X = 0.303443; Y = 0.117297
X = 0.456948; Y = 0.103175
X = 0.448966; Y = 0.106717
X = 0.462824; Y = 0.103535
X = 0.148238; Y = 0.596653
X = 0.154297; Y = 0.593153
X = 0.100105; Y = 0.766816
X = 0.215123; Y = 0.899659
X = 0.218854; Y = 0.904435
X = 0.234837; Y = 0.212652
X = 0.238726; Y = 0.209252
X = 0.243805; Y = 0.207127
X = 0.336387; Y = 0.111022
X = 0.144198; Y = 0.553254
X = 0.146209; Y = 0.564004
X = 0.152358; Y = 0.54832
X = 0.151931; Y = 0.565108
X = 0.297861; Y = 0.145848
X = 0.429017; Y = 0.128178
X = 0.532104; Y = 0.0296272
X = 0.529727; Y = 0.0410767
X = 0.522981; Y = 0.0260512
X = 0.117267; Y = 0.287043
X = 0.127433; Y = 0.290711
X = 0.122293; Y = 0.286672
X = 0.114374; Y = 0.291495
X = 0.130024; Y = 0.296718
X = 0.30386; Y = 0.156049
X = 0.0907545; Y = 0.442662
X = 0.0782397; Y = 0.444636
X = 0.0774724; Y = 0.450952
X = 0.0840451; Y = 0.444872
X = 0.477455; Y = 0.020283
X = 0.485585; Y = 0.0188872
X = 0.088856; Y = 0.365258
X = 0.2737; Y = 0.159175
X = 0.276652; Y = 0.15119
X = 0.238195; Y = 0.920942
X = 0.537716; Y = 0.0419063
X = 0.13792; Y = 0.557608
X = 0.138156; Y = 0.552426
X = 0.149864; Y = 0.553296
X = 0.144845; Y = 0.547445
X = 0.140701; Y = 0.56223
X = 0.156138; Y = 0.811114
X = 0.131554; Y = 0.640169
X = 0.124881; Y = 0.643489
X = 0.112829; Y = 0.738551
X = 0.109239; Y = 0.734929
X = 0.102028; Y = 0.738299
X = 0.0969552; Y = 0.436696
X = 0.185482; Y = 0.228961
X = 0.178131; Y = 0.230231
X = 0.229653; Y = 0.892464
X = 0.126472; Y = 0.265751
X = 0.122559; Y = 0.270534
X = 0.624535; Y = 0.0349234
X = 0.121317; Y = 0.795795
X = 0.11245; Y = 0.804865
X = 0.111155; Y = 0.798224
X = 0.142132; Y = 0.517436
X = 0.148922; Y = 0.51233
X = 0.133334; Y = 0.515159
X = 0.306615; Y = 0.121498
X = 0.138853; Y = 0.310234
X = 0.162081; Y = 0.243367
X = 0.152241; Y = 0.245743
X = 0.613922; Y = 0.0337914
X = 0.126108; Y = 0.684117
X = 0.119379; Y = 0.670827
X = 0.120479; Y = 0.682827
X = 0.118496; Y = 0.676655
X = 0.146088; Y = 0.530532
X = 0.148894; Y = 0.52549
X = 0.143436; Y = 0.536817
X = 0.148256; Y = 0.538583
X = 0.526836; Y = 0.0305364
X = 0.53676; Y = 0.0334056
X = 0.462905; Y = 0.0566421
X = 0.468467; Y = 0.0504877
X = 0.619; Y = 0.0318983
X = 0.617986; Y = 0.0382769
X = 0.567959; Y = 0.0224448
X = 0.572862; Y = 0.0259587
X = 0.560023; Y = 0.0287376
X = 0.136487; Y = 0.635343
X = 0.143699; Y = 0.634441
X = 0.264342; Y = 0.158695
X = 0.275327; Y = 0.165044
X = 0.266711; Y = 0.166129
X = 0.270866; Y = 0.150153
X = 0.26552; Y = 0.153833
X = 0.118732; Y = 0.821022
X = 0.131877; Y = 0.826918
X = 0.143731; Y = 0.848621
X = 0.180434; Y = 0.877725
X = 0.176288; Y = 0.880844
X = 0.482758; Y = 0.00958996
X = 0.488302; Y = 0.00942309
X = 0.125402; Y = 0.791918
X = 0.631287; Y = 0.0636581
X = 0.139377; Y = 0.525858
X = 0.140574; Y = 0.532167
X = 0.478098; Y = 0.124171
X = 0.108977; Y = 0.72983
X = 0.350937; Y = 0.115531
X = 0.123726; Y = 0.7848
X = 0.604738; Y = 0.0186444
X = 0.164836; Y = 0.470712
X = 0.116616; Y = 0.266783
X = 0.118944; Y = 0.259908
X = 0.127587; Y = 0.258877
X = 0.12933; Y = 0.748416
X = 0.130067; Y = 0.705832
X = 0.097004; Y = 0.760864
X = 0.124058; Y = 0.51759
X = 0.105603; Y = 0.716466
X = 0.112269; Y = 0.712717
X = 0.112222; Y = 0.725301
X = 0.131184; Y = 0.685407
X = 0.0860211; Y = 0.466939
X = 0.0823914; Y = 0.463446
X = 0.0915419; Y = 0.470243
X = 0.0813272; Y = 0.375324
X = 0.0903691; Y = 0.373218
X = 0.077897; Y = 0.37952
X = 0.0847573; Y = 0.371651
X = 0.523077; Y = 0.00102269
X = 0.529796; Y = 0.00940881
X = 0.526091; Y = 0.00503087
X = 0.527519; Y = 0.0149536
X = 0.119292; Y = 0.327415
X = 0.103758; Y = 0.49018
X = 0.100067; Y = 0.480672
X = 0.0999071; Y = 0.485983
X = 0.149363; Y = 0.543652
X = 0.145272; Y = 0.558578
X = 0.463814; Y = 0.0971069
X = 0.469496; Y = 0.093212
X = 0.137765; Y = 0.520574
X = 0.143835; Y = 0.523068
X = 0.148284; Y = 0.519401
X = 0.287458; Y = 0.907044
X = 0.138841; Y = 0.704426
X = 0.141648; Y = 0.698406
X = 0.145374; Y = 0.701788
X = 0.50442; Y = 0.0056709
X = 0.240122; Y = 0.200229
X = 0.235461; Y = 0.204021
X = 0.531197; Y = 0.0206873
X = 0.528586; Y = 0.0255919
X = 0.13418; Y = 0.692663
X = 0.107579; Y = 0.513592
X = 0.100963; Y = 0.50873
X = 0.101735; Y = 0.513897
X = 0.185359; Y = 0.624553
X = 0.103327; Y = 0.731368
X = 0.618701; Y = 0.0195258
X = 0.0838989; Y = 0.439045
X = 0.0792075; Y = 0.437124
X = 0.592117; Y = 0.0162059
X = 0.597334; Y = 0.0175376
X = 0.145539; Y = 0.245325
X = 0.688252; Y = 0.0376794
X = 0.123715; Y = 0.690199
X = 0.128861; Y = 0.690621
X = 0.117535; Y = 0.688599
X = 0.111774; Y = 0.78572
X = 0.116539; Y = 0.788306
X = 0.108991; Y = 0.778785
X = 0.377133; Y = 0.0941406
X = 0.368715; Y = 0.0933987
X = 0.382765; Y = 0.0968943
X = 0.138662; Y = 0.295403
X = 0.416743; Y = 0.120803
X = 0.407049; Y = 0.10977
X = 0.412963; Y = 0.111777
X = 0.411461; Y = 0.139906
X = 0.285303; Y = 0.173887
X = 0.279242; Y = 0.170114
X = 0.309077; Y = 0.237905
X = 0.215755; Y = 0.910301
X = 0.225254; Y = 0.905286
X = 0.102527; Y = 0.725372
X = 0.0959771; Y = 0.737898
X = 0.0977074; Y = 0.723791
X = 0.0953977; Y = 0.732117
X = 0.109174; Y = 0.704289
X = 0.110137; Y = 0.719677
X = 0.115927; Y = 0.705972
X = 0.105085; Y = 0.708298
X = 0.0722962; Y = 0.428106
X = 0.0622523; Y = 0.421646
X = 0.0700842; Y = 0.417486
X = 0.0966532; Y = 0.718119
X = 0.446569; Y = 0.129223
X = 0.104402; Y = 0.801517
X = 0.1037; Y = 0.793239
X = 0.116688; Y = 0.798771
X = 0.113459; Y = 0.79349
X = 0.107655; Y = 0.807576
X = 0.090677; Y = 0.436367
X = 0.256909; Y = 0.153282
X = 0.261176; Y = 0.163168
X = 0.254954; Y = 0.158583
X = 0.108025; Y = 0.296156
X = 0.105669; Y = 0.28744
X = 0.113302; Y = 0.283733
X = 0.109687; Y = 0.461385
X = 0.117611; Y = 0.783234
X = 0.572738; Y = 0.0168995
X = 0.570622; Y = 0.0346385
X = 0.577889; Y = 0.0181611
X = 0.363079; Y = 0.0935187
X = 0.359659; Y = 0.09821
X = 0.209844; Y = 0.873576
X = 0.462666; Y = 0.0505347
X = 0.454639; Y = 0.0538159
X = 0.457534; Y = 0.0615161
X = 0.298813; Y = 0.154079
X = 0.290419; Y = 0.140853
X = 0.530578; Y = 0.00215286
X = 0.130715; Y = 0.523285
X = 0.128725; Y = 0.512538
X = 0.555438; Y = 0.025147
X = 0.0899662; Y = 0.725381
X = 0.290184; Y = 0.130054
X = 0.287075; Y = 0.125268
X = 0.293092; Y = 0.125126
X = 0.436034; Y = 0.119538
X = 0.28479; Y = 0.14053
X = 0.289797; Y = 0.135536
X = 0.582097; Y = 0.0152449
X = 0.582557; Y = 0.010111
X = 0.575846; Y = 0.0113037
X = 0.137416; Y = 0.566751
X = 0.142415; Y = 0.568639
X = 0.133871; Y = 0.562696
X = 0.297202; Y = 0.121391
X = 0.290252; Y = 0.118171
X = 0.284372; Y = 0.120962
X = 0.52459; Y = 0.0212804
X = 0.536812; Y = 0.0142646
X = 0.536732; Y = 0.0273119
X = 0.539313; Y = 0.0207368
X = 0.446225; Y = 0.123914
X = 0.269635; Y = 0.144788
X = 0.277216; Y = 0.144747
X = 0.262646; Y = 0.145941
X = 0.429837; Y = 0.105597
X = 0.439702; Y = 0.0964476
X = 0.43545; Y = 0.102649
X = 0.43465; Y = 0.110432
X = 0.440847; Y = 0.123936
X = 0.35509; Y = 0.101964
X = 0.35415; Y = 0.0957658
X = 0.361521; Y = 0.0885243
X = 0.38202; Y = 0.0886691
X = 0.390027; Y = 0.0974491
X = 0.387545; Y = 0.092229
X = 0.112683; Y = 0.330601
X = 0.419356; Y = 0.128938
X = 0.34196; Y = 0.0921243
X = 0.326158; Y = 0.0847215
X = 0.333152; Y = 0.0824749
X = 0.338345; Y = 0.0832261
X = 0.337328; Y = 0.0888163
X = 0.335848; Y = 0.09467
X = 0.32839; Y = 0.0936795
X = 0.408899; Y = 0.198522
X = 0.448706; Y = 0.0588659
X = 0.458655; Y = 0.0456482
X = 0.449791; Y = 0.045886
X = 0.447924; Y = 0.0518598
X = 0.101149; Y = 0.471259
X = 0.106617; Y = 0.47477
X = 0.0969606; Y = 0.476696
X = 0.0936886; Y = 0.481746
X = 0.142885; Y = 0.262462
X = 0.126142; Y = 0.245208
X = 0.133513; Y = 0.241535
X = 0.128337; Y = 0.250229
X = 0.124313; Y = 0.254476
X = 0.132423; Y = 0.549261
X = 0.130238; Y = 0.558764
X = 0.446539; Y = 0.0971356
X = 0.0898328; Y = 0.350931
X = 0.0905622; Y = 0.3445
X = 0.490945; Y = 0.0188724
X = 0.227591; Y = 0.217276
X = 0.397621; Y = 0.097174
X = 0.385337; Y = 0.102004
X = 0.349863; Y = 0.10044
X = 0.345756; Y = 0.10342
X = 0.252933; Y = 0.164514
X = 0.251503; Y = 0.151912
X = 0.248335; Y = 0.161359
X = 0.246288; Y = 0.156658
X = 0.1204; Y = 0.279502
X = 0.113884; Y = 0.27161
X = 0.12125; Y = 0.264424
X = 0.222444; Y = 0.21805
X = 0.457475; Y = 0.0851487
X = 0.458345; Y = 0.0777015
X = 0.462685; Y = 0.0915221
X = 0.509549; Y = 0.00497024
X = 0.394171; Y = 0.0889564
X = 0.386766; Y = 0.0828373
X = 0.125098; Y = 0.830685
X = 0.119114; Y = 0.657263
X = 0.11828; Y = 0.647672
X = 0.28307; Y = 0.130364
X = 0.0927033; Y = 0.465016
X = 0.108854; Y = 0.468533
X = 0.468727; Y = 0.0452119
X = 0.441954; Y = 0.0886168
X = 0.451655; Y = 0.0914858
X = 0.453279; Y = 0.0965818
X = 0.0708228; Y = 0.444593
X = 0.0707373; Y = 0.450963
X = 0.0751949; Y = 0.460619
X = 0.0718511; Y = 0.456818
X = 0.366209; Y = 0.084089
X = 0.354671; Y = 0.0898821
X = 0.142245; Y = 0.542894
X = 0.190977; Y = 0.224162
X = 0.194726; Y = 0.218854
X = 0.202093; Y = 0.225704
X = 0.378463; Y = 0.0846502
X = 0.372464; Y = 0.0897235
X = 0.205682; Y = 0.879319
X = 0.542356; Y = 0.0289329
X = 0.151191; Y = 0.613059
X = 0.145243; Y = 0.605764
X = 0.245173; Y = 0.193713
X = 0.249802; Y = 0.189304
X = 0.569851; Y = 0.00968981
X = 0.565303; Y = 0.0129749
X = 0.125327; Y = 0.697965
X = 0.120548; Y = 0.694127
X = 0.120143; Y = 0.699419
X = 0.114978; Y = 0.692917
X = 0.42971; Y = 0.115886
X = 0.153698; Y = 0.518626
X = 0.134515; Y = 0.698277
X = 0.124168; Y = 0.703089
X = 0.460384; Y = 0.191969
X = 0.503248; Y = 0.0779089
X = 0.105076; Y = 0.328507
X = 0.110112; Y = 0.323759
X = 0.115391; Y = 0.323521
X = 0.107782; Y = 0.332879
X = 0.136043; Y = 0.80775
X = 0.269126; Y = 0.170679
X = 0.560794; Y = 0.0962024
X = 0.146585; Y = 0.237805
X = 0.153632; Y = 0.240722
X = 0.141555; Y = 0.236328
X = 0.612348; Y = 0.0199868
X = 0.147651; Y = 0.624986
X = 0.147526; Y = 0.631068
X = 0.143402; Y = 0.627925
X = 0.145513; Y = 0.615712
X = 0.375024; Y = 0.0799288
X = 0.361935; Y = 0.0796166
X = 0.4966; Y = 0.0188596
X = 0.237951; Y = 0.192266
X = 0.244728; Y = 0.187194
X = 0.138246; Y = 0.709716
X = 0.206085; Y = 0.902609
X = 0.208097; Y = 0.894427
X = 0.075438; Y = 0.384686
X = 0.339817; Y = 0.103596
X = 0.345693; Y = 0.112354
X = 0.456342; Y = 0.0715119
X = 0.462251; Y = 0.0662053
X = 0.423848; Y = 0.126291
X = 0.422307; Y = 0.116931
X = 0.417782; Y = 0.11427
X = 0.412906; Y = 0.125686
X = 0.425763; Y = 0.121109
X = 0.240045; Y = 0.162466
X = 0.251784; Y = 0.169631
X = 0.243976; Y = 0.166028
X = 0.279661; Y = 0.13581
X = 0.269289; Y = 0.1388
X = 0.275413; Y = 0.13992
X = 0.276565; Y = 0.177519
X = 0.107746; Y = 0.270236
X = 0.112841; Y = 0.262749
X = 0.128798; Y = 0.281743
X = 0.0664888; Y = 0.457925
X = 0.062976; Y = 0.453598
X = 0.0717798; Y = 0.464587
X = 0.588816; Y = 0.0107046
X = 0.102888; Y = 0.336727
X = 0.0883369; Y = 0.736633
X = 0.0916384; Y = 0.746241
X = 0.0966568; Y = 0.74539
X = 0.242694; Y = 0.151451
X = 0.2492; Y = 0.146789
X = 0.252769; Y = 0.142391
X = 0.243633; Y = 0.14639
X = 0.112711; Y = 0.683576
X = 0.124689; Y = 0.556813
X = 0.128328; Y = 0.568357
X = 0.123939; Y = 0.564933
X = 0.228578; Y = 0.211947
X = 0.230274; Y = 0.205247
X = 0.125302; Y = 0.298825
X = 0.134348; Y = 0.292333
X = 0.133488; Y = 0.285731
X = 0.346493; Y = 0.094898
X = 0.341752; Y = 0.0975657
X = 0.350588; Y = 0.107196
X = 0.11398; Y = 0.653378
X = 0.114154; Y = 0.639432
X = 0.110396; Y = 0.646518
X = 0.225541; Y = 0.267244
X = 0.133318; Y = 0.574669
X = 0.124854; Y = 0.574516
X = 0.118517; Y = 0.56975
X = 0.550395; Y = 0.0230091
X = 0.127688; Y = 0.546138
X = 0.135899; Y = 0.545505
X = 0.125544; Y = 0.551408
X = 0.130169; Y = 0.540003
X = 0.094973; Y = 0.766716
X = 0.10138; Y = 0.774753
X = 0.0955733; Y = 0.774124
X = 0.0912784; Y = 0.770819
X = 0.200049; Y = 0.218306
X = 0.172889; Y = 0.227693
X = 0.167759; Y = 0.233232
X = 0.421344; Y = 0.10912
X = 0.222754; Y = 0.915847
X = 0.0971647; Y = 0.794776
X = 0.0960409; Y = 0.787113
X = 0.104751; Y = 0.787649
X = 0.349652; Y = 0.0906505
X = 0.426462; Y = 0.110468
X = 0.221462; Y = 0.208457
X = 0.0718923; Y = 0.43886
X = 0.251243; Y = 0.180852
X = 0.46118; Y = 0.0382666
X = 0.453157; Y = 0.040712
X = 0.11194; Y = 0.811565
X = 0.116659; Y = 0.816115
X = 0.0965632; Y = 0.515384
X = 0.0960664; Y = 0.501387
X = 0.157316; Y = 0.69606
X = 0.120662; Y = 0.731835
X = 0.452949; Y = 0.0655231
X = 0.1573; Y = 0.232052
X = 0.0974686; Y = 0.492758
X = 0.101938; Y = 0.497616
X = 0.0874715; Y = 0.499772
X = 0.0912261; Y = 0.506365
X = 0.091694; Y = 0.493519
X = 0.243986; Y = 0.17917
X = 0.239233; Y = 0.182781
X = 0.548561; Y = 0.0162858
X = 0.544718; Y = 0.0205622
X = 0.556577; Y = 0.017616
X = 0.547702; Y = 0.0278659
X = 0.0804107; Y = 0.468199
X = 0.0886157; Y = 0.47481
X = 0.0830613; Y = 0.47365
X = 0.0781822; Y = 0.476771
X = 0.0722473; Y = 0.472927
X = 0.211976; Y = 0.904751
X = 0.424335; Y = 0.992661
X = 0.151638; Y = 0.588823
X = 0.10216; Y = 0.781567
X = 0.0898398; Y = 0.780092
X = 0.109958; Y = 0.275656
X = 0.118324; Y = 0.274062
X = 0.115054; Y = 0.278785
X = 0.202165; Y = 0.889334
X = 0.0862083; Y = 0.77635
X = 0.0903705; Y = 0.785605
X = 0.0722246; Y = 0.479002
X = 0.0673553; Y = 0.475986
X = 0.0660254; Y = 0.46929
X = 0.0906635; Y = 0.487223
X = 0.263001; Y = 0.1366
X = 0.255061; Y = 0.1479
X = 0.140689; Y = 0.621859
X = 0.129694; Y = 0.635216
X = 0.120053; Y = 0.637806
X = 0.294033; Y = 0.11108
X = 0.288301; Y = 0.109165
X = 0.28386; Y = 0.113862
X = 0.296349; Y = 0.115983
X = 0.260923; Y = 0.172926
X = 0.269347; Y = 0.176246
X = 0.146037; Y = 0.57887
X = 0.144576; Y = 0.585717
X = 0.146225; Y = 0.591314
X = 0.561872; Y = 0.019692
X = 0.408182; Y = 0.103097
X = 0.417071; Y = 0.105665
X = 0.467952; Y = 0.0383621
X = 0.472832; Y = 0.0415669
X = 0.558525; Y = 0.00693519
X = 0.560233; Y = 0.0121505
X = 0.563965; Y = 0.00578364
X = 0.113366; Y = 0.517427
X = 0.120427; Y = 0.521306
X = 0.582124; Y = 0.0281798
X = 0.186138; Y = 0.883633
X = 0.277998; Y = 0.113514
X = 0.27748; Y = 0.119019
X = 0.278773; Y = 0.106746
X = 0.474232; Y = 0.114456
X = 0.114546; Y = 0.317842
X = 0.153795; Y = 0.859717
X = 0.211277; Y = 0.215703
X = 0.0876965; Y = 0.731197
X = 0.129611; Y = 0.629677
X = 0.121431; Y = 0.632715
X = 0.0915692; Y = 0.712186
X = 0.100947; Y = 0.713214
X = 0.0873768; Y = 0.717259
X = 0.0580644; Y = 0.45489
X = 0.0626802; Y = 0.461958
X = 0.420423; Y = 0.101668
X = 0.425542; Y = 0.102223
X = 0.110985; Y = 0.698964
X = 0.348727; Y = 0.081489
X = 0.344168; Y = 0.0853013
X = 0.355457; Y = 0.0836427
X = 0.0968009; Y = 0.468564
X = 0.0917144; Y = 0.518915
X = 0.0990027; Y = 0.523041
X = 0.0918015; Y = 0.524107
X = 0.0870798; Y = 0.514264
X = 0.0940931; Y = 0.510905
X = 0.104436; Y = 0.519266
X = 0.274148; Y = 0.173062
X = 0.0879151; Y = 0.480273
X = 0.473217; Y = 0.011389
X = 0.472931; Y = 0.0242499
X = 0.469283; Y = 0.0200439
X = 0.124176; Y = 0.825589
X = 0.294888; Y = 0.102293
X = 0.299789; Y = 0.109436
X = 0.3008; Y = 0.104219
X = 0.594955; Y = 0.010916
X = 0.111591; Y = 0.522203
X = 0.268912; Y = 0.12944
X = 0.273998; Y = 0.134582
X = 0.0848038; Y = 0.76991
X = 0.0850207; Y = 0.764184
X = 0.0903858; Y = 0.762094
X = 0.108709; Y = 0.306161
X = 0.108729; Y = 0.312518
X = 0.0906168; Y = 0.754931
X = 0.0831892; Y = 0.746475
X = 0.0960726; Y = 0.754788
X = 0.139544; Y = 0.610873
X = 0.278068; Y = 0.0992803
X = 0.286765; Y = 0.104139
X = 0.271849; Y = 0.104994
X = 0.270023; Y = 0.109711
X = 0.139836; Y = 0.605213
X = 0.133437; Y = 0.609774
X = 0.133777; Y = 0.615204
X = 0.132677; Y = 0.604284
X = 0.458657; Y = 0.0980243
X = 0.202361; Y = 0.883119
X = 0.204495; Y = 0.874297
X = 0.263742; Y = 0.10978
X = 0.270396; Y = 0.114734
X = 0.263405; Y = 0.1155
X = 0.268034; Y = 0.101328
X = 0.263293; Y = 0.104698
X = 0.446343; Y = 0.0856219
X = 0.435227; Y = 0.0887603
X = 0.444297; Y = 0.0795086
X = 0.438346; Y = 0.0796347
X = 0.446155; Y = 0.0914714
X = 0.102711; Y = 0.703068
X = 0.0974489; Y = 0.709445
X = 0.0971268; Y = 0.703448
X = 0.254962; Y = 0.130918
X = 0.255527; Y = 0.136471
X = 0.262901; Y = 0.131102
X = 0.117686; Y = 0.576464
X = 0.122512; Y = 0.581919
X = 0.131244; Y = 0.580772
X = 0.0739886; Y = 0.434128
X = 0.0663306; Y = 0.434382
X = 0.0642046; Y = 0.428591
X = 0.440118; Y = 0.0716322
X = 0.429776; Y = 0.0803055
X = 0.433732; Y = 0.0716691
X = 0.0990932; Y = 0.29198
X = 0.100726; Y = 0.297849
X = 0.105662; Y = 0.300844
X = 0.0715138; Y = 0.402201
X = 0.0712275; Y = 0.39593
